"wave_id","city","parity_layer","source_name","source_url","source_type","city_specific","provenance_status","authentication_status","replay_status","saturation_status","eligible_for_lock","notes"
"20260511_190442","Dallas","city_boundary","Dallas City GIS Services","https://gis.dallascityhall.com/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Dallas","neighborhoods_or_districts","Dallas Neighborhoods Plus","https://dallascityhall.com/departments/pnv/Pages/Neighborhood-Plus.aspx","official_city_page","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Dallas","council_districts","Dallas City Council Districts","https://gis.dallascityhall.com/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Dallas","police_beats_or_reporting_districts","Dallas Police Department","https://dallaspolice.net/","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Dallas","fire_stations_or_service_areas","Dallas Fire-Rescue","https://dallascityhall.com/departments/fire-rescue/Pages/default.aspx","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Dallas","parcels_or_zoning","Dallas Zoning","https://dallascityhall.com/departments/sustainabledevelopment/planning/Pages/zoning.aspx","official_city_page","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Dallas","streets_or_transport_corridors","Dallas Transportation and Public Works","https://dallascityhall.com/departments/public-works/Pages/default.aspx","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Dallas","public_facilities","Dallas City GIS Services","https://gis.dallascityhall.com/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Dallas","parks","Dallas Park and Recreation","https://www.dallasparks.org/","official_city_page","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Dallas","schools","Dallas ISD","https://www.dallasisd.org/","official_school_district","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Dallas","public_safety_incidents_or_calls","Dallas OpenData Public Safety","https://www.dallasopendata.com/","official_open_data","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Dallas","permits_or_code_enforcement","Dallas Right-of-Way Permit Management","https://dallascityhall.com/departments/public-works/Pages/right-of-way-management.aspx","official_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Dallas","civic_governance","Dallas City Council","https://dallascityhall.com/government/citycouncil/Pages/default.aspx","official_city_page","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Dallas","public_works_or_infrastructure","Dallas Transportation and Public Works","https://dallascityhall.com/departments/public-works/Pages/default.aspx","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Houston","city_boundary","Houston GIS Open Data","https://cohgis-mycity.opendata.arcgis.com/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Houston","neighborhoods_or_districts","Houston Super Neighborhoods","https://www.houstontx.gov/superneighborhoods/","official_city_page","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Houston","council_districts","Houston GIS Open Data","https://cohgis-mycity.opendata.arcgis.com/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Houston","police_beats_or_reporting_districts","Houston Police Department","https://www.houstontx.gov/police/","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
"20260511_190442","Houston","fire_stations_or_service_areas","Houston Fire Department","https://www.houstontx.gov/fire/","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe."
