"wave_id","city","parity_layer","source_name","source_url","source_type","city_specific","provenance_status","authentication_status","replay_status","saturation_status","eligible_for_lock","notes"
"20260511_201545","Salt Lake City","city_boundary","Profile GIS","https://maps.slcgov.com/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","Salt Lake City","neighborhoods_or_districts","Profile GIS","https://maps.slcgov.com/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","Salt Lake City","council_districts","Profile council","https://www.slc.gov/council/","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","Salt Lake City","police_beats_or_reporting_districts","Profile police","https://www.slc.gov/police/","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","Salt Lake City","fire_stations_or_service_areas","Profile fire","https://www.slc.gov/fire/","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","Salt Lake City","parcels_or_zoning","Profile permits","https://www.slc.gov/buildingservices/","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","Salt Lake City","streets_or_transport_corridors","Profile public works","https://www.slc.gov/mystreet/","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","Salt Lake City","public_facilities","Profile GIS","https://maps.slcgov.com/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","Salt Lake City","parks","Profile parks","https://www.slc.gov/parks/","official_parks","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","Salt Lake City","schools","Profile schools","https://www.slcschools.org/","official_school_district","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","Salt Lake City","public_safety_incidents_or_calls","Profile open data","https://opendata.utah.gov/","official_open_data","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","Salt Lake City","permits_or_code_enforcement","Profile permits","https://www.slc.gov/buildingservices/","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","Salt Lake City","civic_governance","Profile council","https://www.slc.gov/council/","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","Salt Lake City","public_works_or_infrastructure","Profile public works","https://www.slc.gov/mystreet/","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","West Valley City","city_boundary","Profile GIS","https://www.wvc-ut.gov/169/GIS","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","West Valley City","neighborhoods_or_districts","Profile GIS","https://www.wvc-ut.gov/169/GIS","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","West Valley City","council_districts","Profile council","https://www.wvc-ut.gov/27/City-Council","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","West Valley City","police_beats_or_reporting_districts","Profile police","https://www.wvc-ut.gov/17/Police","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","West Valley City","fire_stations_or_service_areas","Profile fire","https://www.wvc-ut.gov/19/Fire","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","West Valley City","parcels_or_zoning","Profile permits","https://www.wvc-ut.gov/35/Community-Development","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","West Valley City","streets_or_transport_corridors","Profile public works","https://www.wvc-ut.gov/130/Public-Works","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","West Valley City","public_facilities","Profile GIS","https://www.wvc-ut.gov/169/GIS","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_201545","West Valley City","parks","Profile parks","https://www.wvc-ut.gov/127/Parks-Recreation","official_parks","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
