"wave_id","city","parity_layer","source_name","source_url","source_type","city_specific","provenance_status","authentication_status","replay_status","saturation_status","eligible_for_lock","notes"
"20260511_213432","Omaha","city_boundary","Profile GIS","https://data.cityofomaha.org/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Omaha","neighborhoods_or_districts","Profile GIS","https://data.cityofomaha.org/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Omaha","council_districts","Profile council","https://cityclerk.cityofomaha.org/city-council","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Omaha","police_beats_or_reporting_districts","Profile police","https://police.cityofomaha.org/","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Omaha","fire_stations_or_service_areas","Profile fire","https://fire.cityofomaha.org/","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Omaha","parcels_or_zoning","Profile permits","https://planning.cityofomaha.org/","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Omaha","streets_or_transport_corridors","Profile public works","https://publicworks.cityofomaha.org/","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Omaha","public_facilities","Profile GIS","https://data.cityofomaha.org/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Omaha","parks","Profile parks","https://parks.cityofomaha.org/","official_parks","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Omaha","schools","Profile schools","https://www.ops.org/","official_school_district","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Omaha","public_safety_incidents_or_calls","Profile open data","https://data.cityofomaha.org/","official_open_data","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Omaha","permits_or_code_enforcement","Profile permits","https://planning.cityofomaha.org/","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Omaha","civic_governance","Profile council","https://cityclerk.cityofomaha.org/city-council","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Omaha","public_works_or_infrastructure","Profile public works","https://publicworks.cityofomaha.org/","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","New York","city_boundary","Profile GIS","https://opendata.cityofnewyork.us/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","New York","neighborhoods_or_districts","Profile GIS","https://opendata.cityofnewyork.us/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","New York","council_districts","Profile council","https://council.nyc.gov/","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","New York","police_beats_or_reporting_districts","Profile police","https://www.nyc.gov/site/nypd/","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","New York","fire_stations_or_service_areas","Profile fire","https://www.nyc.gov/site/fdny/","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","New York","parcels_or_zoning","Profile permits","https://www.nyc.gov/site/buildings/","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","New York","streets_or_transport_corridors","Profile public works","https://www.nyc.gov/","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","New York","public_facilities","Profile GIS","https://opendata.cityofnewyork.us/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","New York","parks","Profile parks","https://www.nycgovparks.org/","official_parks","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","New York","schools","Profile schools","https://www.schools.nyc.gov/","official_school_district","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","New York","public_safety_incidents_or_calls","Profile open data","https://opendata.cityofnewyork.us/","official_open_data","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","New York","permits_or_code_enforcement","Profile permits","https://www.nyc.gov/site/buildings/","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","New York","civic_governance","Profile council","https://council.nyc.gov/","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","New York","public_works_or_infrastructure","Profile public works","https://www.nyc.gov/","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Arlington","city_boundary","Profile GIS","https://www.arlingtontx.gov/gis","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Arlington","neighborhoods_or_districts","Profile GIS","https://www.arlingtontx.gov/gis","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Arlington","council_districts","Profile council","https://www.arlingtontx.gov/city_hall/mayor_and_city_council","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Arlington","police_beats_or_reporting_districts","Profile police","https://www.arlingtontx.gov/city_hall/departments/police","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Arlington","fire_stations_or_service_areas","Profile fire","https://www.arlingtontx.gov/city_hall/departments/fire","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Arlington","parcels_or_zoning","Profile permits","https://www.arlingtontx.gov/city_hall/departments/planning_development_services","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Arlington","streets_or_transport_corridors","Profile public works","https://www.arlingtontx.gov/city_hall/departments/public_works","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Arlington","public_facilities","Profile GIS","https://www.arlingtontx.gov/gis","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Arlington","parks","Profile parks","https://www.arlingtontx.gov/city_hall/departments/parks_recreation","official_parks","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_213432","Arlington","schools","Profile schools","https://www.aisd.net/","official_school_district","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
