"wave_id","city","parity_layer","source_name","source_url","source_type","city_specific","provenance_status","authentication_status","replay_status","saturation_status","eligible_for_lock","notes"
"20260511_204241","Nashville","city_boundary","Profile GIS","https://data.nashville.gov/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_204241","Nashville","neighborhoods_or_districts","Profile GIS","https://data.nashville.gov/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_204241","Nashville","council_districts","Profile council","https://www.nashville.gov/departments/council","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_204241","Nashville","police_beats_or_reporting_districts","Profile police","https://www.nashville.gov/departments/police","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_204241","Nashville","fire_stations_or_service_areas","Profile fire","https://www.nashville.gov/departments/fire","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_204241","Nashville","parcels_or_zoning","Profile permits","https://www.nashville.gov/departments/codes","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_204241","Nashville","streets_or_transport_corridors","Profile public works","https://www.nashville.gov/departments/transportation","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_204241","Nashville","public_facilities","Profile GIS","https://data.nashville.gov/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_204241","Nashville","parks","Profile parks","https://www.nashville.gov/departments/parks","official_parks","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_204241","Nashville","schools","Profile schools","https://www.mnps.org/","official_school_district","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_204241","Nashville","public_safety_incidents_or_calls","Profile open data","https://data.nashville.gov/","official_open_data","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_204241","Nashville","permits_or_code_enforcement","Profile permits","https://www.nashville.gov/departments/codes","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_204241","Nashville","civic_governance","Profile council","https://www.nashville.gov/departments/council","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_204241","Nashville","public_works_or_infrastructure","Profile public works","https://www.nashville.gov/departments/transportation","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_204241","Memphis","city_boundary","Profile GIS","https://data.memphistn.gov/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_204241","Memphis","neighborhoods_or_districts","Profile GIS","https://data.memphistn.gov/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
