"wave_id","city","parity_layer","source_name","source_url","source_type","city_specific","provenance_status","authentication_status","replay_status","saturation_status","eligible_for_lock","notes"
"20260511_200447","Seattle","city_boundary","Profile GIS","https://data-seattlecitygis.opendata.arcgis.com/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_200447","Seattle","neighborhoods_or_districts","Profile GIS","https://data-seattlecitygis.opendata.arcgis.com/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_200447","Seattle","council_districts","Profile council","https://www.seattle.gov/council","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_200447","Seattle","police_beats_or_reporting_districts","Profile police","https://www.seattle.gov/police","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_200447","Seattle","fire_stations_or_service_areas","Profile fire","https://www.seattle.gov/fire","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_200447","Seattle","parcels_or_zoning","Profile permits","https://www.seattle.gov/sdci","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_200447","Seattle","streets_or_transport_corridors","Profile public works","https://www.seattle.gov/transportation","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_200447","Seattle","public_facilities","Profile GIS","https://data-seattlecitygis.opendata.arcgis.com/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_200447","Seattle","parks","Profile parks","https://www.seattle.gov/parks","official_parks","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_200447","Seattle","schools","Profile schools","https://www.seattleschools.org/","official_school_district","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
