"wave_id","city","parity_layer","source_name","source_url","source_type","city_specific","provenance_status","authentication_status","replay_status","saturation_status","eligible_for_lock","notes"
"20260511_205339","Louisville","city_boundary","Profile GIS","https://data.louisvilleky.gov/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Louisville","neighborhoods_or_districts","Profile GIS","https://data.louisvilleky.gov/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Louisville","council_districts","Profile council","https://louisvilleky.gov/government/metro-council","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Louisville","police_beats_or_reporting_districts","Profile police","https://louisville-police.org/","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Louisville","fire_stations_or_service_areas","Profile fire","https://louisvilleky.gov/government/fire","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Louisville","parcels_or_zoning","Profile permits","https://louisvilleky.gov/government/codes-regulations","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Louisville","streets_or_transport_corridors","Profile public works","https://louisvilleky.gov/government/public-works","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Louisville","public_facilities","Profile GIS","https://data.louisvilleky.gov/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Louisville","parks","Profile parks","https://louisvilleky.gov/government/parks","official_parks","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Louisville","schools","Profile schools","https://www.jefferson.kyschools.us/","official_school_district","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Louisville","public_safety_incidents_or_calls","Profile open data","https://data.louisvilleky.gov/","official_open_data","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Louisville","permits_or_code_enforcement","Profile permits","https://louisvilleky.gov/government/codes-regulations","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Louisville","civic_governance","Profile council","https://louisvilleky.gov/government/metro-council","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Louisville","public_works_or_infrastructure","Profile public works","https://louisvilleky.gov/government/public-works","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Lexington","city_boundary","Profile GIS","https://data.lexingtonky.gov/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Lexington","neighborhoods_or_districts","Profile GIS","https://data.lexingtonky.gov/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Lexington","council_districts","Profile council","https://www.lexingtonky.gov/urban-county-council","official_city_governance","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Lexington","police_beats_or_reporting_districts","Profile police","https://www.lexingtonky.gov/police","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Lexington","fire_stations_or_service_areas","Profile fire","https://www.lexingtonky.gov/fire","official_public_safety","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Lexington","parcels_or_zoning","Profile permits","https://www.lexingtonky.gov/planning-and-development","official_planning_permits","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Lexington","streets_or_transport_corridors","Profile public works","https://www.lexingtonky.gov/public-works","official_public_works","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
"20260511_205339","Lexington","public_facilities","Profile GIS","https://data.lexingtonky.gov/","official_gis_portal","pass","verified_candidate","authenticated","pass","verified_layer","true","Verified city-specific parity layer; replay-safe. | strict_validator_pass"
